Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Eritrea,F,Marital status,Married or living together,... if she refuses to have sex with him,52.6
Eritrea,F,Marital status,Never married,... if she refuses to have sex with him,32.8
Eritrea,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,51.5
Eritrea,F,Residence,Rural,... for at least one specific reason,77.9
Eritrea,F,Residence,Urban,... for at least one specific reason,61.1
Eritrea,F,Residence,Rural,... if she argues with him,55.3
Eritrea,F,Residence,Urban,... if she argues with him,30.4
Eritrea,F,Residence,Rural,... if she goes out without telling him,61.0
Eritrea,F,Residence,Urban,... if she goes out without telling him,39.2
Eritrea,F,Residence,Rural,... if she neglects the children,56.5
Eritrea,F,Residence,Urban,... if she neglects the children,43.7
Eritrea,F,Residence,Rural,... if she refuses to have sex with him,58.1
Eritrea,F,Residence,Urban,... if she refuses to have sex with him,34.3
Eritrea,M,Age,15-24,... for at least one specific reason,14.9
Eritrea,M,Age,25-34,... for at least one specific reason,14.9
Eritrea,M,Age,35-49,... for at least one specific reason,14.9
Eritrea,M,Age,15-24,... if she argues with him,14.9
Eritrea,M,Age,25-34,... if she argues with him,14.9
Eritrea,M,Age,35-49,... if she argues with him,14.9
Eritrea,M,Age,15-24,... if she goes out without telling him,14.9
Eritrea,M,Age,25-34,... if she goes out without telling him,14.9
Eritrea,M,Age,35-49,... if she goes out without telling him,14.9
Eritrea,M,Age,15-24,... if she neglects the children,14.9
Eritrea,M,Age,25-34,... if she neglects the children,14.9
Eritrea,M,Age,35-49,... if she neglects the children,14.9
Eritrea,M,Age,15-24,... if she refuses to have sex with him,14.9
Eritrea,M,Age,25-34,... if she refuses to have sex with him,14.9
Eritrea,M,Age,35-49,... if she refuses to have sex with him,14.9
Eritrea,M,Education,Higher,... for at least one specific reason,14.9
Eritrea,M,Education,No education,... for at least one specific reason,14.9
Eritrea,M,Education,Primary,... for at least one specific reason,14.9
Eritrea,M,Education,Secondary,... for at least one specific reason,14.9
Eritrea,M,Education,Higher,... if she argues with him,14.9
Eritrea,M,Education,No education,... if she argues with him,14.9
Eritrea,M,Education,Primary,... if she argues with him,14.9
Eritrea,M,Education,Secondary,... if she argues with him,14.9
Eritrea,M,Education,Higher,... if she goes out without telling him,14.9
Eritrea,M,Education,No education,... if she goes out without telling him,14.9
Eritrea,M,Education,Primary,... if she goes out without telling him,14.9
Eritrea,M,Education,Secondary,... if she goes out without telling him,14.9
Eritrea,M,Education,Higher,... if she neglects the children,14.9
Eritrea,M,Education,No education,... if she neglects the children,14.9
Eritrea,M,Education,Primary,... if she neglects the children,14.9
Eritrea,M,Education,Secondary,... if she neglects the children,14.9
Eritrea,M,Education,Higher,... if she refuses to have sex with him,14.9
Eritrea,M,Education,No education,... if she refuses to have sex with him,14.9
Eritrea,M,Education,Primary,... if she refuses to have sex with him,14.9
Eritrea,M,Education,Secondary,... if she refuses to have sex with him,14.9
Eritrea,M,Employment,Employed for cash,... for at least one specific reason,14.9
Eritrea,M,Employment,Employed for kind,... for at least one specific reason,14.9
Eritrea,M,Employment,Unemployed,... for at least one specific reason,14.9
Eritrea,M,Employment,Employed for cash,... if she argues with him,14.9
Eritrea,M,Employment,Employed for kind,... if she argues with him,14.9
Eritrea,M,Employment,Unemployed,... if she argues with him,14.9
Eritrea,M,Employment,Employed for cash,... if she goes out without telling him,14.9
Eritrea,M,Employment,Employed for kind,... if she goes out without telling him,14.9
Eritrea,M,Employment,Unemployed,... if she goes out without telling him,14.9
Eritrea,M,Employment,Employed for cash,... if she neglects the children,14.9
Eritrea,M,Employment,Employed for kind,... if she neglects the children,14.9
Eritrea,M,Employment,Unemployed,... if she neglects the children,14.9
Eritrea,M,Employment,Employed for cash,... if she refuses to have sex with him,14.9
Eritrea,M,Employment,Employed for kind,... if she refuses to have sex with him,14.9
Eritrea,M,Employment,Unemployed,... if she refuses to have sex with him,14.9
Eritrea,M,Marital status,Married or living together,... for at least one specific reason,14.9
Eritrea,M,Marital status,Never married,... for at least one specific reason,14.9
Eritrea,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,14.9
Eritrea,M,Marital status,Married or living together,... if she argues with him,14.9
Eritrea,M,Marital status,Never married,... if she argues with him,14.9
Eritrea,M,Marital status,"Widowed, divorced, separated",... if she argues with him,14.9
Eritrea,M,Marital status,Married or living together,... if she goes out without telling him,14.9
Eritrea,M,Marital status,Never married,... if she goes out without telling him,14.9
Eritrea,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,14.9
Eritrea,M,Marital status,Married or living together,... if she neglects the children,14.9
Eritrea,M,Marital status,Never married,... if she neglects the children,14.9
Eritrea,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,14.9
Eritrea,M,Marital status,Married or living together,... if she refuses to have sex with him,14.9
Eritrea,M,Marital status,Never married,... if she refuses to have sex with him,14.9
Eritrea,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Eritrea,M,Residence,Rural,... for at least one specific reason,14.9
Eritrea,M,Residence,Urban,... for at least one specific reason,14.9
Eritrea,M,Residence,Rural,... if she argues with him,14.9
Eritrea,M,Residence,Urban,... if she argues with him,14.9
Eritrea,M,Residence,Rural,... if she goes out without telling him,14.9
Eritrea,M,Residence,Urban,... if she goes out without telling him,14.9
Eritrea,M,Residence,Rural,... if she neglects the children,14.9
Eritrea,M,Residence,Urban,... if she neglects the children,14.9
Eritrea,M,Residence,Rural,... if she refuses to have sex with him,14.9
Eritrea,M,Residence,Urban,... if she refuses to have sex with him,14.9
Eswatini,F,Education,Higher,... if she burns the food,0.2
Eswatini,F,Education,Secondary,... if she burns the food,1.4
Eswatini,F,Residence,Urban,... if she burns the food,1.8
Eswatini,F,Employment,Employed for cash,... if she burns the food,1.9
Eswatini,F,Age,35-49,... if she burns the food,2.0
Eswatini,F,Age,25-34,... if she burns the food,2.4
Eswatini,F,Marital status,Married or living together,... if she burns the food,2.6
Eswatini,F,Marital status,Never married,... if she burns the food,3.0
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she burns the food,3.2
Eswatini,F,Residence,Rural,... if she burns the food,3.3
Eswatini,F,Employment,Unemployed,... if she burns the food,3.6
Eswatini,F,Age,15-24,... if she burns the food,3.7
Eswatini,F,Education,Primary,... if she burns the food,5.2
Eswatini,F,Education,No education,... if she burns the food,5.3
Eswatini,F,Employment,Employed for kind,... if she burns the food,5.4
Eswatini,M,Education,Higher,... if she burns the food,1.0
Eswatini,M,Age,25-34,... if she burns the food,1.5
Eswatini,M,Residence,Urban,... if she burns the food,1.8
Eswatini,M,Marital status,Married or living together,... if she burns the food,1.9
Eswatini,M,Employment,Employed for cash,... if she burns the food,2.5
Eswatini,M,Age,35-49,... if she burns the food,2.7
Eswatini,M,Education,Secondary,... if she burns the food,2.8
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she burns the food,3.0
Eswatini,M,Education,No education,... if she burns the food,4.1
Eswatini,M,Residence,Rural,... if she burns the food,5.1
Eswatini,M,Marital status,Never married,... if she burns the food,5.3
Eswatini,M,Employment,Unemployed,... if she burns the food,5.7
Eswatini,M,Age,15-24,... if she burns the food,6.1
Eswatini,M,Employment,Employed for kind,... if she burns the food,6.6
Eswatini,M,Education,Primary,... if she burns the food,6.8
Eswatini,F,Age,15-24,... for at least one specific reason,31.5
Eswatini,F,Age,25-34,... for at least one specific reason,15.7
Eswatini,F,Age,35-49,... for at least one specific reason,16.2
Eswatini,F,Age,15-24,... if she argues with him,23.4
Eswatini,F,Age,25-34,... if she argues with him,11.7
Eswatini,F,Age,35-49,... if she argues with him,11.5
Eswatini,F,Age,15-24,... if she goes out without telling him,13.5
Eswatini,F,Age,25-34,... if she goes out without telling him,4.5
Eswatini,F,Age,35-49,... if she goes out without telling him,6.6
Eswatini,F,Age,15-24,... if she neglects the children,17.0
Eswatini,F,Age,25-34,... if she neglects the children,6.3
Eswatini,F,Age,35-49,... if she neglects the children,5.7
Eswatini,F,Age,15-24,... if she refuses to have sex with him,3.2
Eswatini,F,Age,25-34,... if she refuses to have sex with him,3.2
Eswatini,F,Age,35-49,... if she refuses to have sex with him,3.6
Eswatini,F,Education,Higher,... for at least one specific reason,3.9
Eswatini,F,Education,No education,... for at least one specific reason,30.1
Eswatini,F,Education,Primary,... for at least one specific reason,31.4
Eswatini,F,Education,Secondary,... for at least one specific reason,19.7
Eswatini,F,Education,Higher,... if she argues with him,2.1
Eswatini,F,Education,No education,... if she argues with him,23.9
Eswatini,F,Education,Primary,... if she argues with him,23.9
Eswatini,F,Education,Secondary,... if she argues with him,13.8
Eswatini,F,Education,Higher,... if she goes out without telling him,1.2
Eswatini,F,Education,No education,... if she goes out without telling him,11.8
Eswatini,F,Education,Primary,... if she goes out without telling him,13.9
Eswatini,F,Education,Secondary,... if she goes out without telling him,7.1
Eswatini,F,Education,Higher,... if she neglects the children,1.4
Eswatini,F,Education,No education,... if she neglects the children,12.2
Eswatini,F,Education,Primary,... if she neglects the children,14.9
Eswatini,F,Education,Secondary,... if she neglects the children,10.0
Eswatini,F,Education,Higher,... if she refuses to have sex with him,0.3
Eswatini,F,Education,No education,... if she refuses to have sex with him,7.6
Eswatini,F,Education,Primary,... if she refuses to have sex with him,5.8
Eswatini,F,Education,Secondary,... if she refuses to have sex with him,1.5
Eswatini,F,Employment,Employed for cash,... for at least one specific reason,17.9
Eswatini,F,Employment,Employed for kind,... for at least one specific reason,38.1
Eswatini,F,Employment,Unemployed,... for at least one specific reason,26.4
Eswatini,F,Employment,Employed for cash,... if she argues with him,13.9
Eswatini,F,Employment,Employed for kind,... if she argues with him,29.0
Eswatini,F,Employment,Unemployed,... if she argues with him,18.7
Eswatini,F,Employment,Employed for cash,... if she goes out without telling him,5.4
Eswatini,F,Employment,Employed for kind,... if she goes out without telling him,9.1
Eswatini,F,Employment,Unemployed,... if she goes out without telling him,11.8
Eswatini,F,Employment,Employed for cash,... if she neglects the children,7.4
Eswatini,F,Employment,Employed for kind,... if she neglects the children,15.4
Eswatini,F,Employment,Unemployed,... if she neglects the children,13.5
Eswatini,F,Employment,Employed for cash,... if she refuses to have sex with him,2.9
Eswatini,F,Employment,Employed for kind,... if she refuses to have sex with him,3.6
Eswatini,F,Employment,Unemployed,... if she refuses to have sex with him,3.6
Eswatini,F,Marital status,Married or living together,... for at least one specific reason,19.5
Eswatini,F,Marital status,Never married,... for at least one specific reason,26.7
Eswatini,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,20.3
Eswatini,F,Marital status,Married or living together,... if she argues with him,15.3
Eswatini,F,Marital status,Never married,... if she argues with him,19.1
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she argues with him,13.9
Eswatini,F,Marital status,Married or living together,... if she goes out without telling him,7.8
Eswatini,F,Marital status,Never married,... if she goes out without telling him,10.9
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,6.6
Eswatini,F,Marital status,Married or living together,... if she neglects the children,7.5
Eswatini,F,Marital status,Never married,... if she neglects the children,14.8
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,7.3
Eswatini,F,Marital status,Married or living together,... if she refuses to have sex with him,3.6
Eswatini,F,Marital status,Never married,... if she refuses to have sex with him,2.5
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,6.8
Eswatini,F,Residence,Rural,... for at least one specific reason,27.0
Eswatini,F,Residence,Urban,... for at least one specific reason,12.6
Eswatini,F,Residence,Rural,... if she argues with him,19.9
Eswatini,F,Residence,Urban,... if she argues with him,9.3
Eswatini,F,Residence,Rural,... if she goes out without telling him,11.1
Eswatini,F,Residence,Urban,... if she goes out without telling him,4.0
Eswatini,F,Residence,Rural,... if she neglects the children,13.0
Eswatini,F,Residence,Urban,... if she neglects the children,6.1
Eswatini,F,Residence,Rural,... if she refuses to have sex with him,3.9
Eswatini,F,Residence,Urban,... if she refuses to have sex with him,1.6
Eswatini,M,Age,15-24,... for at least one specific reason,41.7
Eswatini,M,Age,25-34,... for at least one specific reason,21.9
Eswatini,M,Age,35-49,... for at least one specific reason,16.7
Eswatini,M,Age,15-24,... if she argues with him,30.5
Eswatini,M,Age,25-34,... if she argues with him,15.7
Eswatini,M,Age,35-49,... if she argues with him,11.6
Eswatini,M,Age,15-24,... if she goes out without telling him,20.3
Eswatini,M,Age,25-34,... if she goes out without telling him,9.9
Eswatini,M,Age,35-49,... if she goes out without telling him,7.4
Eswatini,M,Age,15-24,... if she neglects the children,21.5
Eswatini,M,Age,25-34,... if she neglects the children,9.0
Eswatini,M,Age,35-49,... if she neglects the children,6.9
Eswatini,M,Age,15-24,... if she refuses to have sex with him,4.4
Eswatini,M,Age,25-34,... if she refuses to have sex with him,2.6
Eswatini,M,Age,35-49,... if she refuses to have sex with him,3.2
Eswatini,M,Education,Higher,... for at least one specific reason,10.4
Eswatini,M,Education,No education,... for at least one specific reason,28.0
Eswatini,M,Education,Primary,... for at least one specific reason,40.9
Eswatini,M,Education,Secondary,... for at least one specific reason,28.5
Eswatini,M,Education,Higher,... if she argues with him,7.7
Eswatini,M,Education,No education,... if she argues with him,21.1
Eswatini,M,Education,Primary,... if she argues with him,30.6
Eswatini,M,Education,Secondary,... if she argues with him,19.8
Eswatini,M,Education,Higher,... if she goes out without telling him,4.1
Eswatini,M,Education,No education,... if she goes out without telling him,11.5
Eswatini,M,Education,Primary,... if she goes out without telling him,21.0
Eswatini,M,Education,Secondary,... if she goes out without telling him,12.9
Eswatini,M,Education,Higher,... if she neglects the children,5.1
Eswatini,M,Education,No education,... if she neglects the children,12.2
Eswatini,M,Education,Primary,... if she neglects the children,21.0
Eswatini,M,Education,Secondary,... if she neglects the children,13.3
Eswatini,M,Education,Higher,... if she refuses to have sex with him,1.5
Eswatini,M,Education,No education,... if she refuses to have sex with him,6.1
Eswatini,M,Education,Primary,... if she refuses to have sex with him,6.3
Eswatini,M,Education,Secondary,... if she refuses to have sex with him,1.9
Eswatini,M,Employment,Employed for cash,... for at least one specific reason,24.8
Eswatini,M,Employment,Employed for kind,... for at least one specific reason,37.7
Eswatini,M,Employment,Unemployed,... for at least one specific reason,38.1
Eswatini,M,Employment,Employed for cash,... if she argues with him,17.9
Eswatini,M,Employment,Employed for kind,... if she argues with him,26.8
Eswatini,M,Employment,Unemployed,... if she argues with him,27.7
Eswatini,M,Employment,Employed for cash,... if she goes out without telling him,11.6
Eswatini,M,Employment,Employed for kind,... if she goes out without telling him,16.7
Eswatini,M,Employment,Unemployed,... if she goes out without telling him,18.5
Eswatini,M,Employment,Employed for cash,... if she neglects the children,11.3
Eswatini,M,Employment,Employed for kind,... if she neglects the children,21.4
Eswatini,M,Employment,Unemployed,... if she neglects the children,18.9
Eswatini,M,Employment,Employed for cash,... if she refuses to have sex with him,3.0
Eswatini,M,Employment,Employed for kind,... if she refuses to have sex with him,5.7
Eswatini,M,Employment,Unemployed,... if she refuses to have sex with him,4.2
Eswatini,M,Marital status,Married or living together,... for at least one specific reason,18.7
Eswatini,M,Marital status,Never married,... for at least one specific reason,37.3
Eswatini,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,25.7
Eswatini,M,Marital status,Married or living together,... if she argues with him,13.0
Eswatini,M,Marital status,Never married,... if she argues with him,27.2
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she argues with him,19.4
Eswatini,M,Marital status,Married or living together,... if she goes out without telling him,8.7
Eswatini,M,Marital status,Never married,... if she goes out without telling him,17.9
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,10.9
Eswatini,M,Marital status,Married or living together,... if she neglects the children,7.0
Eswatini,M,Marital status,Never married,... if she neglects the children,19.1
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,10.9
Eswatini,M,Marital status,Married or living together,... if she refuses to have sex with him,2.4
Eswatini,M,Marital status,Never married,... if she refuses to have sex with him,4.1
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,6.1
Eswatini,M,Residence,Rural,... for at least one specific reason,35.5
Eswatini,M,Residence,Urban,... for at least one specific reason,20.6
Eswatini,M,Residence,Rural,... if she argues with him,26.1
Eswatini,M,Residence,Urban,... if she argues with him,14.1
Eswatini,M,Residence,Rural,... if she goes out without telling him,17.0
Eswatini,M,Residence,Urban,... if she goes out without telling him,9.5
Eswatini,M,Residence,Rural,... if she neglects the children,17.4
Eswatini,M,Residence,Urban,... if she neglects the children,9.6
Eswatini,M,Residence,Rural,... if she refuses to have sex with him,4.2
Eswatini,M,Residence,Urban,... if she refuses to have sex with him,2.5
Ethiopia,F,Education,Higher,... if she burns the food,6.4
Ethiopia,F,Residence,Urban,... if she burns the food,16.3
Ethiopia,F,Education,Secondary,... if she burns the food,17.7
Ethiopia,F,Employment,Employed for cash,... if she burns the food,30.2
Ethiopia,F,Marital status,Never married,... if she burns the food,30.5
Ethiopia,F,Age,15-24,... if she burns the food,36.4
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,37.1
Ethiopia,F,Education,Primary,... if she burns the food,39.4
Ethiopia,F,Employment,Unemployed,... if she burns the food,40.0
Ethiopia,F,Age,25-34,... if she burns the food,40.6
Ethiopia,F,Age,35-49,... if she burns the food,43.5
Ethiopia,F,Marital status,Married or living together,... if she burns the food,43.8
Ethiopia,F,Residence,Rural,... if she burns the food,46.4
Ethiopia,F,Employment,Employed for kind,... if she burns the food,47.9
Ethiopia,F,Education,No education,... if she burns the food,49.3
Ethiopia,M,Education,Higher,... if she burns the food,3.2
Ethiopia,M,Residence,Urban,... if she burns the food,3.8
Ethiopia,M,Education,Secondary,... if she burns the food,5.3
Ethiopia,M,Employment,Unemployed,... if she burns the food,6.7
Ethiopia,M,Employment,Employed for cash,... if she burns the food,7.7
Ethiopia,M,Age,25-34,... if she burns the food,10.3
Ethiopia,M,Age,35-49,... if she burns the food,11.2
Ethiopia,M,Marital status,Never married,... if she burns the food,11.4
Ethiopia,M,Marital status,Married or living together,... if she burns the food,11.5
Ethiopia,M,Education,Primary,... if she burns the food,12.3
Ethiopia,M,Age,15-24,... if she burns the food,13.1
Ethiopia,M,Residence,Rural,... if she burns the food,13.6
Ethiopia,M,Employment,Employed for kind,... if she burns the food,14.3
Ethiopia,M,Education,No education,... if she burns the food,16.7
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,19.8
Ethiopia,F,Age,15-24,... for at least one specific reason,60.3
Ethiopia,F,Age,25-34,... for at least one specific reason,63.9
Ethiopia,F,Age,35-49,... for at least one specific reason,65.8
Ethiopia,F,Age,15-24,... if she argues with him,38.6
Ethiopia,F,Age,25-34,... if she argues with him,43.6
Ethiopia,F,Age,35-49,... if she argues with him,45.6
Ethiopia,F,Age,15-24,... if she goes out without telling him,39.1
Ethiopia,F,Age,25-34,... if she goes out without telling him,46.0
Ethiopia,F,Age,35-49,... if she goes out without telling him,46.1
Ethiopia,F,Age,15-24,... if she neglects the children,45.0
Ethiopia,F,Age,25-34,... if she neglects the children,48.7
Ethiopia,F,Age,35-49,... if she neglects the children,49.5
Ethiopia,F,Age,15-24,... if she refuses to have sex with him,29.1
Ethiopia,F,Age,25-34,... if she refuses to have sex with him,37.5
Ethiopia,F,Age,35-49,... if she refuses to have sex with him,39.4
Ethiopia,F,Education,Higher,... for at least one specific reason,26.1
Ethiopia,F,Education,No education,... for at least one specific reason,71.9
Ethiopia,F,Education,Primary,... for at least one specific reason,63.7
Ethiopia,F,Education,Secondary,... for at least one specific reason,41.9
Ethiopia,F,Education,Higher,... if she argues with him,9.6
Ethiopia,F,Education,No education,... if she argues with him,50.9
Ethiopia,F,Education,Primary,... if she argues with him,42.3
Ethiopia,F,Education,Secondary,... if she argues with him,21.4
Ethiopia,F,Education,Higher,... if she goes out without telling him,11.7
Ethiopia,F,Education,No education,... if she goes out without telling him,52.2
Ethiopia,F,Education,Primary,... if she goes out without telling him,42.3
Ethiopia,F,Education,Secondary,... if she goes out without telling him,25.2
Ethiopia,F,Education,Higher,... if she neglects the children,19.6
Ethiopia,F,Education,No education,... if she neglects the children,54.5
Ethiopia,F,Education,Primary,... if she neglects the children,47.7
Ethiopia,F,Education,Secondary,... if she neglects the children,31.2
Ethiopia,F,Education,Higher,... if she refuses to have sex with him,5.6
Ethiopia,F,Education,No education,... if she refuses to have sex with him,44.0
Ethiopia,F,Education,Primary,... if she refuses to have sex with him,32.9
Ethiopia,F,Education,Secondary,... if she refuses to have sex with him,16.1
Ethiopia,F,Employment,Employed for cash,... for at least one specific reason,54.6
Ethiopia,F,Employment,Employed for kind,... for at least one specific reason,71.3
Ethiopia,F,Employment,Unemployed,... for at least one specific reason,62.5
Ethiopia,F,Employment,Employed for cash,... if she argues with him,33.8
Ethiopia,F,Employment,Employed for kind,... if she argues with him,49.0
Ethiopia,F,Employment,Unemployed,... if she argues with him,42.4
Ethiopia,F,Employment,Employed for cash,... if she goes out without telling him,36.0
Ethiopia,F,Employment,Employed for kind,... if she goes out without telling him,46.5
Ethiopia,F,Employment,Unemployed,... if she goes out without telling him,45.2
Ethiopia,F,Employment,Employed for cash,... if she neglects the children,40.7
Ethiopia,F,Employment,Employed for kind,... if she neglects the children,53.1
Ethiopia,F,Employment,Unemployed,... if she neglects the children,47.7
Ethiopia,F,Employment,Employed for cash,... if she refuses to have sex with him,25.7
Ethiopia,F,Employment,Employed for kind,... if she refuses to have sex with him,41.4
Ethiopia,F,Employment,Unemployed,... if she refuses to have sex with him,35.4
Ethiopia,F,Marital status,Married or living together,... for at least one specific reason,66.6
Ethiopia,F,Marital status,Never married,... for at least one specific reason,53.7
Ethiopia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,63.6
Ethiopia,F,Marital status,Married or living together,... if she argues with him,46.4
Ethiopia,F,Marital status,Never married,... if she argues with him,32.3
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,39.7
Ethiopia,F,Marital status,Married or living together,... if she goes out without telling him,47.5
Ethiopia,F,Marital status,Never married,... if she goes out without telling him,34.4
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,38.7
Ethiopia,F,Marital status,Married or living together,... if she neglects the children,50.8
Ethiopia,F,Marital status,Never married,... if she neglects the children,39.8
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,45.4
Ethiopia,F,Marital status,Married or living together,... if she refuses to have sex with him,39.4
Ethiopia,F,Marital status,Never married,... if she refuses to have sex with him,23.6
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,32.7
Ethiopia,F,Residence,Rural,... for at least one specific reason,69.8
Ethiopia,F,Residence,Urban,... for at least one specific reason,39.2
Ethiopia,F,Residence,Rural,... if she argues with him,48.1
Ethiopia,F,Residence,Urban,... if she argues with him,21.1
Ethiopia,F,Residence,Rural,... if she goes out without telling him,49.0
Ethiopia,F,Residence,Urban,... if she goes out without telling him,23.6
Ethiopia,F,Residence,Rural,... if she neglects the children,52.7
Ethiopia,F,Residence,Urban,... if she neglects the children,29.0
Ethiopia,F,Residence,Rural,... if she refuses to have sex with him,40.2
Ethiopia,F,Residence,Urban,... if she refuses to have sex with him,15.4
Ethiopia,M,Age,15-24,... for at least one specific reason,31.4
Ethiopia,M,Age,25-34,... for at least one specific reason,23.4
Ethiopia,M,Age,35-49,... for at least one specific reason,27.4
Ethiopia,M,Age,15-24,... if she argues with him,18.0
Ethiopia,M,Age,25-34,... if she argues with him,13.2
Ethiopia,M,Age,35-49,... if she argues with him,16.4
Ethiopia,M,Age,15-24,... if she goes out without telling him,17.0
Ethiopia,M,Age,25-34,... if she goes out without telling him,14.8
Ethiopia,M,Age,35-49,... if she goes out without telling him,18.6
Ethiopia,M,Age,15-24,... if she neglects the children,21.8
Ethiopia,M,Age,25-34,... if she neglects the children,15.9
Ethiopia,M,Age,35-49,... if she neglects the children,19.0
Ethiopia,M,Age,15-24,... if she refuses to have sex with him,14.1
Ethiopia,M,Age,25-34,... if she refuses to have sex with him,11.4
Ethiopia,M,Age,35-49,... if she refuses to have sex with him,11.9
Ethiopia,M,Education,Higher,... for at least one specific reason,11.2
Ethiopia,M,Education,No education,... for at least one specific reason,36.0
Ethiopia,M,Education,Primary,... for at least one specific reason,29.0
Ethiopia,M,Education,Secondary,... for at least one specific reason,18.0
Ethiopia,M,Education,Higher,... if she argues with him,5.5
Ethiopia,M,Education,No education,... if she argues with him,21.5
Ethiopia,M,Education,Primary,... if she argues with him,17.4
Ethiopia,M,Education,Secondary,... if she argues with him,7.9
Ethiopia,M,Education,Higher,... if she goes out without telling him,5.6
Ethiopia,M,Education,No education,... if she goes out without telling him,22.4
Ethiopia,M,Education,Primary,... if she goes out without telling him,17.7
Ethiopia,M,Education,Secondary,... if she goes out without telling him,10.2
Ethiopia,M,Education,Higher,... if she neglects the children,7.5
Ethiopia,M,Education,No education,... if she neglects the children,25.9
Ethiopia,M,Education,Primary,... if she neglects the children,19.3
Ethiopia,M,Education,Secondary,... if she neglects the children,13.0
Ethiopia,M,Education,Higher,... if she refuses to have sex with him,4.3
Ethiopia,M,Education,No education,... if she refuses to have sex with him,17.4
Ethiopia,M,Education,Primary,... if she refuses to have sex with him,13.3
Ethiopia,M,Education,Secondary,... if she refuses to have sex with him,6.4
Ethiopia,M,Employment,Employed for cash,... for at least one specific reason,17.5
Ethiopia,M,Employment,Employed for kind,... for at least one specific reason,33.6
Ethiopia,M,Employment,Unemployed,... for at least one specific reason,20.9
Ethiopia,M,Employment,Employed for cash,... if she argues with him,9.3
Ethiopia,M,Employment,Employed for kind,... if she argues with him,19.9
Ethiopia,M,Employment,Unemployed,... if she argues with him,11.7
Ethiopia,M,Employment,Employed for cash,... if she goes out without telling him,10.6
Ethiopia,M,Employment,Employed for kind,... if she goes out without telling him,20.5
Ethiopia,M,Employment,Unemployed,... if she goes out without telling him,11.5
Ethiopia,M,Employment,Employed for cash,... if she neglects the children,11.6
Ethiopia,M,Employment,Employed for kind,... if she neglects the children,23.4
Ethiopia,M,Employment,Unemployed,... if she neglects the children,14.9
Ethiopia,M,Employment,Employed for cash,... if she refuses to have sex with him,8.0
Ethiopia,M,Employment,Employed for kind,... if she refuses to have sex with him,15.3
Ethiopia,M,Employment,Unemployed,... if she refuses to have sex with him,9.0
Ethiopia,M,Marital status,Married or living together,... for at least one specific reason,26.7
Ethiopia,M,Marital status,Never married,... for at least one specific reason,28.2
Ethiopia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,40.9
Ethiopia,M,Marital status,Married or living together,... if she argues with him,15.5
Ethiopia,M,Marital status,Never married,... if she argues with him,16.3
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,22.9
Ethiopia,M,Marital status,Married or living together,... if she goes out without telling him,17.3
Ethiopia,M,Marital status,Never married,... if she goes out without telling him,15.7
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,22.6
Ethiopia,M,Marital status,Married or living together,... if she neglects the children,18.0
Ethiopia,M,Marital status,Never married,... if she neglects the children,20.2
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,26.6
Ethiopia,M,Marital status,Married or living together,... if she refuses to have sex with him,12.1
Ethiopia,M,Marital status,Never married,... if she refuses to have sex with him,12.7
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,21.0
Ethiopia,M,Residence,Rural,... for at least one specific reason,30.8
Ethiopia,M,Residence,Urban,... for at least one specific reason,15.1
Ethiopia,M,Residence,Rural,... if she argues with him,18.4
Ethiopia,M,Residence,Urban,... if she argues with him,6.3
Ethiopia,M,Residence,Rural,... if she goes out without telling him,19.2
Ethiopia,M,Residence,Urban,... if she goes out without telling him,7.2
Ethiopia,M,Residence,Rural,... if she neglects the children,21.2
Ethiopia,M,Residence,Urban,... if she neglects the children,10.6
